Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
648,Domingos Duarte,pt,DF,,Getafe,La Liga,29,1995,3.0,3,2,3,0,0,2,2,100.0,0,1,1,0,3,6,10,Matches
649,Martin Dúbravka,sk,GK,,Newcastle Utd,Premier League,35,1989,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
650,Marvin Ducksch,de,FW,,Werder Bremen,Bundesliga,30,1994,12.8,6,4,1,4,1,2,11,18.2,9,2,0,2,3,9,13,Matches
651,Ondrej Duda,sk,MF,,Hellas Verona,it Serie A,30,1994,8.9,13,8,6,7,0,8,19,42.1,11,8,2,6,9,22,6,Matches
652,Denzel Dumfries,nl,DF,FW,Inter,it Serie A,28,1996,7.3,7,6,1,4,2,4,10,40.0,6,10,0,10,2,9,8,Matches
653,Alfred Duncan,gh,MF,,Venezia,it Serie A,31,1993,8.8,14,5,3,9,2,4,12,33.3,8,4,2,2,8,22,6,Matches
654,Lewis Dunk,eng,DF,,Brighton,Premier League,33,1991,11.0,7,3,3,3,1,2,3,66.7,1,12,7,5,8,15,29,Matches
655,Jhon Durán,co,FW,,Aston Villa,Premier League,21,2003,5.5,7,6,1,1,5,1,4,25.0,3,4,0,4,0,7,10,Matches
656,Pablo Durán,es,FW,MF,Celta Vigo,La Liga,23,2001,2.9,3,2,0,2,1,2,4,50.0,2,1,1,0,3,6,2,Matches
657,Julien Duranville,be,FW,MF,Dortmund,Bundesliga,18,2006,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,Matches
658,Hugo Duro,es,FW,,Valencia,La Liga,25,1999,11.6,7,5,3,3,1,2,4,50.0,2,7,1,6,6,13,5,Matches
659,Jean-Kevin Duverne,ht,DF,,Nantes,Ligue 1,27,1997,6.0,21,12,13,4,4,15,27,55.6,12,10,3,7,8,29,23,Matches
660,Paulo Dybala,ar,FW,MF,Roma,it Serie A,31,1993,8.7,11,4,2,5,4,5,9,55.6,4,4,0,4,1,12,0,Matches
661,Stefan Džodić,rs,DF,,Montpellier,Ligue 1,19,2005,1.9,5,2,3,2,0,3,5,60.0,2,2,1,1,4,9,7,Matches
662,Adam Dźwigała,pl,MF,DF,St. Pauli,Bundesliga,29,1995,1.2,9,3,7,1,1,5,7,71.4,2,0,0,0,0,9,5,Matches
663,Aron Dønnum,no,DF,MF,Toulouse,Ligue 1,26,1998,12.0,16,8,5,8,3,7,20,35.0,13,12,2,10,11,27,17,Matches
664,Enzo Ebosse,cm,DF,,Udinese,it Serie A,25,1999,1.0,0,0,0,0,0,0,2,0.0,2,3,3,0,1,1,1,Matches
665,Ederson,br,GK,,Manchester City,Premier League,31,1993,13.0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,3,Matches
666,Éderson,br,MF,,Atalanta,it Serie A,25,1999,14.8,17,12,7,9,1,9,15,60.0,6,8,1,7,17,34,16,Matches
667,George Edmundson,eng,DF,,Ipswich Town,Premier League,27,1997,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
668,Odsonne Édouard,fr,MF,FW,Crystal Palace,Premier League,26,1998,1.3,1,0,0,1,0,0,2,0.0,2,1,0,1,0,1,1,Matches
669,Odsonne Édouard,fr,FW,,Leicester City,Premier League,26,1998,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,Matches
670,Samuel Edozie,eng,DF,FW,Southampton,Premier League,21,2003,0.7,3,1,0,1,2,2,2,100.0,0,0,0,0,0,3,0,Matches
671,Ronnie Edwards,eng,DF,,Southampton,Premier League,21,2003,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,Matches
672,Johannes Eggestein,de,FW,,St. Pauli,Bundesliga,26,1998,12.6,3,2,0,1,2,0,2,0.0,2,2,0,2,0,3,4,Matches
673,Maximilian Eggestein,de,MF,,Freiburg,Bundesliga,28,1996,12.4,21,13,7,12,2,10,17,58.8,7,13,2,11,17,38,17,Matches
674,Kingsley Ehizibue,nl,DF,,Udinese,it Serie A,29,1995,14.4,32,23,19,11,2,16,26,61.5,10,18,5,13,12,44,34,Matches
675,Chidera Ejuke,ng,FW,MF,Sevilla,La Liga,26,1998,6.0,5,3,0,3,2,3,9,33.3,6,6,0,6,1,6,2,Matches
676,Jeff Ekhator,it,FW,MF,Genoa,it Serie A,18,2006,4.0,0,0,0,0,0,0,0,,0,4,0,4,0,0,1,Matches
677,Hugo Ekitike,fr,FW,,Eint Frankfurt,Bundesliga,22,2002,10.5,9,6,3,3,3,4,5,80.0,1,5,1,4,5,14,6,Matches
678,Jurgen Ekkelenkamp,nl,MF,,Udinese,it Serie A,24,2000,6.7,17,11,5,11,1,10,19,52.6,9,9,2,7,5,22,11,Matches
679,Jacques Ekomie,ga,DF,,Angers,Ligue 1,21,2003,3.2,8,6,3,4,1,3,6,50.0,3,7,1,6,2,10,8,Matches
680,Emmanuel Ekong,se,MF,FW,Empoli,it Serie A,22,2002,1.9,4,3,0,2,2,3,3,100.0,0,1,0,1,1,5,1,Matches
681,Caleb Ekuban,gh,FW,,Genoa,it Serie A,30,1994,2.3,1,1,0,1,0,0,0,,0,2,0,2,0,1,3,Matches
682,Pierre Ekwah Elimby,fr,MF,DF,Saint-Étienne,Ligue 1,22,2002,11.7,19,12,9,10,0,12,20,60.0,8,10,6,4,18,37,41,Matches
683,Anthony Elanga,se,FW,,Nott'ham Forest,Premier League,22,2002,9.1,8,5,4,3,1,2,6,33.3,4,4,0,4,3,11,15,Matches
684,Mikael Ellertsson,is,DF,MF,Venezia,it Serie A,22,2002,10.6,22,10,10,9,3,11,20,55.0,9,12,2,10,7,29,25,Matches
685,Harvey Elliott,eng,DF,FW,Liverpool,Premier League,21,2003,0.2,3,2,2,1,0,0,0,,0,0,0,0,0,3,0,Matches
686,Elif Elmas,mk,MF,,RB Leipzig,Bundesliga,25,1999,0.5,3,1,3,0,0,1,3,33.3,2,2,0,2,0,3,2,Matches
687,Aritz Elustondo,es,DF,,Real Sociedad,La Liga,30,1994,3.1,6,3,4,1,1,3,3,100.0,0,6,5,1,2,8,15,Matches
688,Nico Elvedi,ch,DF,,Gladbach,Bundesliga,28,1996,7.5,10,5,5,2,3,6,7,85.7,1,11,9,2,10,20,31,Matches
689,Adri Embarba,es,FW,MF,Rayo Vallecano,La Liga,32,1992,8.3,18,5,8,8,2,10,20,50.0,10,9,1,8,5,23,8,Matches
690,Breel Embolo,ch,FW,,Monaco,Ligue 1,27,1997,8.1,4,3,1,1,2,1,7,14.3,6,3,0,3,1,5,3,Matches
691,Emanuel Emegha,nl,FW,,Strasbourg,Ligue 1,21,2003,8.7,4,4,0,2,2,1,2,50.0,1,7,4,3,0,4,9,Matches
692,Emerson,br,DF,,Milan,it Serie A,25,1999,11.5,31,20,15,12,4,15,32,46.9,17,6,2,4,12,43,40,Matches
693,Yunus Emre Konak,tr,MF,FW,Brentford,Premier League,18,2006,0.2,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,Matches
694,Julio Enciso,py,MF,FW,Brighton,Premier League,20,2004,1.5,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,Matches
695,Wataru Endo,jp,MF,,Liverpool,Premier League,31,1993,0.3,3,2,0,3,0,2,2,100.0,0,2,0,2,1,4,1,Matches
696,Endrick,br,FW,,Real Madrid,La Liga,18,2006,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,Matches
697,Yannik Engelhardt,de,MF,,Como,it Serie A,23,2001,6.6,18,7,6,11,1,10,14,71.4,4,1,0,1,4,22,14,Matches
698,Arne Engels,be,MF,FW,Augsburg,Bundesliga,21,2003,0.9,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,Matches
699,Christian Eriksen,dk,MF,,Manchester Utd,Premier League,32,1992,5.6,9,3,2,5,2,5,10,50.0,5,4,1,3,4,13,5,Matches
700,Martin Erlic,hr,DF,,Bologna,it Serie A,26,1998,2.5,2,0,0,2,0,1,2,50.0,1,5,4,1,1,3,5,Matches
701,Patrick Erras,de,DF,,Holstein Kiel,Bundesliga,29,1995,9.2,8,5,6,2,0,2,9,22.2,7,13,11,2,9,17,64,Matches
702,Alfonso Espino,uy,DF,,Rayo Vallecano,La Liga,32,1992,3.4,16,9,10,5,1,9,20,45.0,11,6,2,4,7,23,7,Matches
703,Sebastiano Esposito,it,FW,MF,Empoli,it Serie A,22,2002,8.4,20,10,5,12,3,8,16,50.0,8,5,1,4,8,28,4,Matches
704,Samuel Essende,cd,FW,,Augsburg,Bundesliga,26,1998,7.4,1,1,0,0,1,0,0,,0,8,1,7,0,1,3,Matches
705,Dario Essugo,pt,MF,,Las Palmas,La Liga,19,2005,10.1,29,20,18,7,4,14,25,56.0,11,10,5,5,22,51,24,Matches
706,Nahuel Estévez,ar,MF,,Parma,it Serie A,29,1995,4.0,6,3,4,1,1,2,8,25.0,6,6,2,4,3,9,14,Matches
707,Pervis Estupiñán,ec,DF,,Brighton,Premier League,26,1998,10.8,27,18,16,8,3,11,17,64.7,6,5,2,3,13,40,31,Matches
708,Evanilson,br,FW,,Bournemouth,Premier League,25,1999,12.3,7,4,1,3,3,3,7,42.9,4,7,1,6,0,7,11,Matches
709,Jonny Evans,nir,DF,,Manchester Utd,Premier League,36,1988,3.2,7,5,4,3,0,2,4,50.0,2,2,1,1,4,11,13,Matches
710,Eberechi Eze,eng,MF,FW,Crystal Palace,Premier League,26,1998,12.0,20,12,9,8,3,9,19,47.4,10,11,0,11,6,26,3,Matches
711,Abde Ezzalzouli,ma,FW,MF,Betis,La Liga,23,2001,13.4,23,15,12,9,2,10,17,58.8,7,16,3,13,5,28,8,Matches
712,Giovanni Fabbian,it,MF,,Bologna,it Serie A,21,2003,4.7,7,5,1,2,4,4,7,57.1,3,1,1,0,2,9,4,Matches
713,Łukasz Fabiański,pl,GK,,West Ham,Premier League,39,1985,8.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,Matches
714,Alieu Fadera,gm,FW,,Como,it Serie A,23,2001,11.0,37,30,12,15,10,13,30,43.3,17,10,1,9,3,40,4,Matches
715,Wout Faes,be,DF,,Leicester City,Premier League,26,1998,13.5,18,13,14,3,1,8,23,34.8,15,26,18,8,11,29,85,Matches
716,Nicolò Fagioli,it,MF,,Juventus,it Serie A,23,2001,6.2,13,9,7,5,1,6,8,75.0,2,3,0,3,2,15,5,Matches
717,Romain Faivre,fr,FW,MF,Brest,Ligue 1,26,1998,5.4,8,8,3,4,1,4,9,44.4,5,1,0,1,3,11,2,Matches
718,Wladimiro Falcone,it,GK,,Lecce,it Serie A,29,1995,16.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,Matches
719,Davide Faraoni,it,DF,MF,Hellas Verona,it Serie A,33,1991,0.5,1,1,0,1,0,0,2,0.0,2,1,1,0,0,1,2,Matches
720,Abdul Fatawu Issahaku,gh,FW,,Leicester City,Premier League,20,2004,6.4,21,15,13,2,6,11,19,57.9,8,7,0,7,4,25,12,Matches
721,Ansu Fati,es,FW,,Barcelona,La Liga,22,2002,1.4,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,Matches
722,Khalil Fayad,fr,MF,FW,Montpellier,Ligue 1,20,2004,2.8,14,7,5,9,0,5,8,62.5,3,4,0,4,1,15,4,Matches
723,Jacopo Fazzini,it,MF,,Empoli,it Serie A,21,2003,6.1,16,9,8,7,1,9,13,69.2,4,7,1,6,2,18,10,Matches
724,Peter Federico,do,MF,FW,Getafe,La Liga,22,2002,2.8,5,2,1,2,2,3,4,75.0,1,3,0,3,0,5,3,Matches
725,Nabil Fekir,fr,MF,,Betis,La Liga,31,1993,2.0,3,2,1,1,1,1,2,50.0,1,2,0,2,0,3,0,Matches
726,Mattia Felici,it,MF,FW,Cagliari,it Serie A,23,2001,1.7,3,3,1,2,0,1,4,25.0,3,1,0,1,5,8,1,Matches
727,João Félix,pt,FW,MF,Chelsea,Premier League,25,1999,3.3,7,3,2,4,1,5,8,62.5,3,2,0,2,3,10,2,Matches
728,Kiko Femenía,es,DF,,Villarreal,La Liga,33,1991,14.3,28,17,20,7,1,17,32,53.1,15,15,8,7,22,50,31,Matches
729,Evan Ferguson,ie,FW,,Brighton,Premier League,20,2004,2.5,3,2,0,3,0,2,5,40.0,3,2,1,1,0,3,4,Matches
730,Lewis Ferguson,sct,MF,,Bologna,it Serie A,25,1999,0.6,2,1,0,0,2,1,2,50.0,1,0,0,0,0,2,1,Matches
731,Zinedine Ferhat,dz,FW,MF,Angers,Ligue 1,31,1993,2.5,1,0,0,1,0,0,2,0.0,2,1,0,1,2,3,2,Matches
732,Bruno Fernandes,pt,MF,FW,Manchester Utd,Premier League,30,1994,14.9,35,22,8,19,8,12,36,33.3,24,15,2,13,12,47,18,Matches
733,Edimilson Fernandes,ch,MF,,Brest,Ligue 1,28,1996,4.7,4,3,2,2,0,4,7,57.1,3,8,3,5,9,13,11,Matches
734,Mateus Fernandes,pt,MF,,Southampton,Premier League,20,2004,12.7,37,21,19,12,6,12,29,41.4,17,16,1,15,7,44,17,Matches
735,Álvaro Fernández,es,GK,,Sevilla,La Liga,26,1998,6.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,Matches
736,Enzo Fernández,ar,MF,,Chelsea,Premier League,23,2001,11.8,35,16,9,15,11,16,41,39.0,25,16,2,14,6,41,10,Matches
737,Valery Fernández,es,MF,FW,Mallorca,La Liga,25,1999,2.4,7,6,3,1,3,5,7,71.4,2,2,1,1,0,7,1,Matches
738,Matias Fernandez-Pardo,be,FW,,Lille,Ligue 1,19,2005,4.8,6,4,3,3,0,4,8,50.0,4,5,0,5,1,7,4,Matches
739,Jordan Ferri,fr,MF,,Montpellier,Ligue 1,32,1992,8.8,21,10,9,11,1,10,17,58.8,7,7,1,6,4,25,7,Matches
740,Karol Fila,pl,MF,,Strasbourg,Ligue 1,26,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
741,Kilian Fischer,de,DF,,Wolfsburg,Bundesliga,24,2000,11.2,23,16,18,3,2,17,41,41.5,24,19,3,16,8,31,47,Matches
742,Mark Flekken,nl,GK,,Brentford,Premier League,31,1993,16.0,2,2,2,0,0,1,6,16.7,5,0,0,0,0,2,15,Matches
743,Mateo Flores,es,MF,,Betis,La Liga,20,2004,1.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,Matches
744,Phil Foden,eng,MF,FW,Manchester City,Premier League,24,2000,8.0,2,1,2,0,0,2,7,28.6,5,4,1,3,3,5,2,Matches
745,Malick Fofana,be,FW,,Lyon,Ligue 1,19,2005,9.0,12,8,5,6,1,6,11,54.5,5,8,0,8,6,18,6,Matches
746,Wesley Fofana,fr,DF,,Chelsea,Premier League,24,2000,11.3,13,12,6,7,0,6,14,42.9,8,14,9,5,12,25,49,Matches
747,Yahia Fofana,ci,GK,,Angers,Ligue 1,24,2000,15.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,12,Matches
748,Youssouf Fofana,fr,MF,,Milan,it Serie A,25,1999,12.6,23,14,5,16,2,11,22,50.0,11,12,3,9,10,33,14,Matches
749,Jonas Föhrenbach,de,DF,,Heidenheim,Bundesliga,28,1996,13.6,24,12,15,8,1,12,19,63.2,7,19,3,16,11,35,36,Matches
750,Michael Folorunsho,it,FW,MF,Napoli,it Serie A,26,1998,0.4,3,2,0,3,0,2,4,50.0,2,0,0,0,1,4,1,Matches
751,Lamine Fomba,fr,MF,,Saint-Étienne,Ligue 1,26,1998,0.8,4,3,2,2,0,1,2,50.0,1,4,1,3,2,6,3,Matches
752,Carlos Forbs,pt,MF,FW,Wolves,Premier League,20,2004,2.3,6,5,3,2,1,4,5,80.0,1,3,0,3,1,7,2,Matches
753,Pablo Fornals,es,MF,FW,Betis,La Liga,28,1996,10.6,11,7,5,5,1,4,14,28.6,10,17,0,17,13,24,8,Matches
754,Omari Forson,eng,MF,FW,Monza,it Serie A,20,2004,0.7,2,2,1,1,0,1,1,100.0,0,2,0,2,0,2,0,Matches
755,Fraser Forster,eng,GK,,Tottenham,Premier League,36,1988,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,Matches
756,Héctor Fort,es,DF,,Barcelona,La Liga,18,2006,3.1,8,6,4,3,1,7,10,70.0,3,6,0,6,4,12,9,Matches
757,Dimitri Foulquier,fr,DF,,Valencia,La Liga,31,1993,8.1,22,16,12,7,3,10,16,62.5,6,8,0,8,3,25,16,Matches
758,Alejandro Francés,es,DF,,Girona,La Liga,22,2002,6.2,19,13,11,7,1,16,22,72.7,6,6,2,4,9,28,19,Matches
759,Przemysław Frankowski,pl,DF,,Lens,Ligue 1,29,1995,10.5,19,12,10,6,3,13,20,65.0,7,5,0,5,7,26,20,Matches
760,Enric Franquesa,es,DF,FW,Leganés,La Liga,27,1997,6.8,17,9,9,6,2,9,13,69.2,4,7,1,6,5,22,12,Matches
761,Ryan Fraser,sct,FW,DF,Southampton,Premier League,30,1994,3.4,6,2,2,4,0,4,6,66.7,2,1,1,0,1,7,9,Matches
762,Davide Frattesi,it,MF,,Inter,it Serie A,25,1999,6.5,8,4,3,4,1,6,11,54.5,5,4,2,2,2,10,2,Matches
763,Morten Frendrup,dk,MF,,Genoa,it Serie A,23,2001,14.5,55,35,13,27,15,22,42,52.4,20,25,10,15,18,73,23,Matches
764,Martin Frese,dk,DF,,Hellas Verona,it Serie A,26,1998,3.7,13,7,6,7,0,5,8,62.5,3,2,1,1,6,19,14,Matches
765,Remo Freuler,ch,MF,,Bologna,it Serie A,32,1992,14.7,34,18,16,14,4,16,38,42.1,22,18,2,16,18,52,31,Matches
766,Marco Friedl,at,DF,,Werder Bremen,Bundesliga,26,1998,11.4,30,21,18,12,0,17,29,58.6,12,18,10,8,18,48,63,Matches
767,Marvin Friedrich,de,DF,,Gladbach,Bundesliga,29,1995,6.6,6,1,6,0,0,4,6,66.7,2,11,9,2,2,8,32,Matches
768,Jeremie Frimpong,nl,DF,MF,Leverkusen,Bundesliga,24,2000,11.0,11,10,7,2,2,6,13,46.2,7,11,0,11,5,16,9,Matches
769,Jorge de Frutos,es,MF,FW,Rayo Vallecano,La Liga,27,1997,12.3,21,11,9,6,6,9,26,34.6,17,9,0,9,7,28,14,Matches
770,Darío Fuentes,es,DF,,Sevilla,La Liga,21,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
771,Chris Führich,de,FW,MF,Stuttgart,Bundesliga,26,1998,7.5,5,3,1,3,1,5,12,41.7,7,10,2,8,1,6,10,Matches
772,Angelo Fulgini,fr,MF,FW,Lens,Ligue 1,28,1996,6.5,5,4,2,1,2,3,5,60.0,2,7,1,6,0,5,2,Matches
773,Niclas Füllkrug,de,FW,,West Ham,Premier League,31,1993,1.3,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,3,Matches
774,Manuel Fuster,es,FW,MF,Las Palmas,La Liga,27,1997,3.3,5,1,1,4,0,5,10,50.0,5,5,1,4,1,6,7,Matches
775,Matteo Gabbia,it,DF,,Milan,it Serie A,25,1999,7.7,7,5,4,2,1,3,4,75.0,1,11,9,2,5,12,24,Matches
776,Alessandro Gabrielloni,it,FW,MF,Como,it Serie A,30,1994,1.1,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,0,Matches
777,Gianluca Gaetano,it,MF,FW,Cagliari,it Serie A,24,2000,5.6,6,4,3,3,0,3,11,27.3,8,4,0,4,3,9,6,Matches
778,Roberto Gagliardini,it,MF,DF,Monza,it Serie A,30,1994,1.1,1,0,0,1,0,0,2,0.0,2,0,0,0,1,2,4,Matches
779,Cody Gakpo,nl,FW,,Liverpool,Premier League,25,1999,7.7,13,8,4,6,3,7,11,63.6,4,8,0,8,6,19,7,Matches
780,Javi Galán,es,DF,,Atlético Madrid,La Liga,30,1994,6.5,20,13,9,8,3,11,21,52.4,10,9,1,8,5,25,5,Matches
781,Iñigo Ruiz de Galarreta,es,MF,,Athletic Club,La Liga,31,1993,9.1,19,13,9,8,2,12,19,63.2,7,6,2,4,4,23,6,Matches
782,Conor Gallagher,eng,MF,,Atlético Madrid,La Liga,24,2000,8.3,20,13,6,11,3,9,19,47.4,10,9,1,8,7,27,12,Matches
783,Antonino Gallo,it,DF,,Lecce,it Serie A,24,2000,12.3,26,16,17,6,3,10,20,50.0,10,15,1,14,9,35,51,Matches
784,Gauthier Gallon,fr,GK,,Rennes,Ligue 1,31,1993,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
785,Cristian Gamboa,cr,DF,,Bochum,Bundesliga,35,1989,1.3,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,2,Matches
786,Idrissa Gana Gueye,sn,MF,,Everton,Premier League,35,1989,11.9,44,24,23,15,6,18,28,64.3,10,18,2,16,13,57,8,Matches
787,Ignatius Ganago,cm,FW,MF,Nantes,Ligue 1,25,1999,1.8,1,1,0,1,0,1,1,100.0,0,2,1,1,3,4,1,Matches
788,Aleix García,es,MF,,Leverkusen,Bundesliga,27,1997,5.2,5,2,1,3,1,2,5,40.0,3,3,1,2,3,8,6,Matches
789,Álvaro García,es,MF,FW,Rayo Vallecano,La Liga,32,1992,10.3,22,16,13,6,3,8,16,50.0,8,12,0,12,13,35,19,Matches
790,Eric García,es,MF,DF,Barcelona,La Liga,23,2001,5.8,12,5,2,8,2,6,8,75.0,2,8,3,5,4,16,11,Matches
791,Fran Garcia,es,DF,,Real Madrid,La Liga,25,1999,8.5,11,8,7,2,2,5,10,50.0,5,6,3,3,7,18,22,Matches
792,Joan García,es,GK,,Espanyol,La Liga,23,2001,16.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,Matches
793,Rubén García,es,FW,MF,Osasuna,La Liga,31,1993,10.4,24,16,9,9,6,14,24,58.3,10,17,1,16,9,33,17,Matches
794,Ulisses Garcia,ch,DF,,Marseille,Ligue 1,28,1996,4.4,9,7,4,4,1,3,10,30.0,7,3,0,3,2,11,8,Matches
795,Alejandro Garnacho,ar,FW,MF,Manchester Utd,Premier League,20,2004,10.5,13,10,4,4,5,3,13,23.1,10,8,0,8,6,19,8,Matches
796,James Garner,eng,DF,MF,Everton,Premier League,23,2001,2.8,10,8,6,4,0,7,10,70.0,3,2,2,0,4,14,9,Matches
797,Yarek Gasiorowski,es,DF,,Valencia,La Liga,19,2005,6.6,16,13,14,2,0,8,11,72.7,3,10,4,6,14,30,32,Matches
798,Federico Gatti,it,DF,,Juventus,it Serie A,26,1998,12.5,12,9,10,2,0,7,11,63.6,4,13,10,3,8,20,30,Matches
799,Gavi,es,MF,,Barcelona,La Liga,20,2004,2.2,7,5,3,4,0,5,5,100.0,0,6,1,5,5,12,2,Matches
800,Paulo Gazzaniga,ar,GK,,Girona,La Liga,32,1992,17.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,5,Matches
801,Jean-Philippe Gbamin,ci,MF,,Nantes,Ligue 1,29,1995,2.1,2,1,0,2,0,1,3,33.3,2,4,1,3,3,5,2,Matches
802,Yann Gboho,fr,MF,FW,Toulouse,Ligue 1,23,2001,13.3,18,6,5,8,5,9,17,52.9,8,10,0,10,3,21,3,Matches
803,David de Gea,es,GK,,Fiorentina,it Serie A,34,1990,12.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,Matches
804,Viggo Gebel,de,MF,,RB Leipzig,Bundesliga,17,2007,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
805,Lutsharel Geertruida,nl,DF,,RB Leipzig,Bundesliga,24,2000,9.3,20,12,14,6,0,8,18,44.4,10,7,1,6,10,30,29,Matches
806,Dennis Geiger,de,MF,,Hoffenheim,Bundesliga,26,1998,2.4,10,7,2,7,1,3,6,50.0,3,5,0,5,1,11,2,Matches
807,Valentin Gendrey,fr,DF,,Lecce,it Serie A,24,2000,2.0,2,2,1,0,1,1,1,100.0,0,3,1,2,2,4,1,Matches
808,Valentin Gendrey,fr,DF,,Hoffenheim,Bundesliga,24,2000,7.5,17,9,11,5,1,5,10,50.0,5,8,2,6,7,24,25,Matches
809,Denis Genreau,au,MF,FW,Toulouse,Ligue 1,25,1999,0.4,1,1,0,0,1,1,2,50.0,1,0,0,0,0,1,0,Matches
810,Yannick Gerhardt,de,MF,DF,Wolfsburg,Bundesliga,30,1994,4.4,10,6,6,4,0,4,7,57.1,3,10,0,10,7,17,14,Matches
811,Max Geschwill,de,DF,,Holstein Kiel,Bundesliga,23,2001,10.3,21,17,9,11,1,9,14,64.3,5,12,7,5,21,42,30,Matches
812,Daniele Ghilardi,it,DF,,Hellas Verona,it Serie A,21,2003,6.1,10,6,5,5,0,6,12,50.0,6,6,4,2,7,17,34,Matches
813,Lautaro Gianetti,ar,DF,,Udinese,it Serie A,31,1993,9.3,22,10,16,5,1,14,20,70.0,6,19,10,9,15,37,44,Matches
814,Dimitris Giannoulis,gr,DF,,Augsburg,Bundesliga,29,1995,10.8,18,12,10,7,1,15,24,62.5,9,21,6,15,17,35,26,Matches
815,Morgan Gibbs-White,eng,MF,,Nott'ham Forest,Premier League,24,2000,10.4,15,4,4,9,2,3,6,50.0,3,4,2,2,7,22,9,Matches
816,Samuel Gigot,fr,DF,,Lazio,it Serie A,31,1993,0.9,0,0,0,0,0,0,1,0.0,1,2,1,1,1,1,3,Matches
817,Armin Gigovic,ba,MF,,Holstein Kiel,Bundesliga,22,2002,8.2,10,6,5,4,1,2,11,18.2,9,8,0,8,10,20,16,Matches
818,Bryan Gil,es,FW,MF,Girona,La Liga,23,2001,10.8,19,13,7,7,5,9,17,52.9,8,14,0,14,5,24,6,Matches
819,Mario Gila,es,DF,,Lazio,it Serie A,24,2000,12.2,26,20,16,9,1,18,26,69.2,8,10,8,2,10,36,47,Matches
820,Billy Gilmour,sct,MF,,Brighton,Premier League,23,2001,1.1,3,3,2,1,0,3,4,75.0,1,1,0,1,0,3,1,Matches
821,Billy Gilmour,sct,MF,,Napoli,it Serie A,23,2001,4.5,9,3,3,1,5,3,7,42.9,4,5,1,4,3,12,6,Matches
822,Benedikt Gimber,de,DF,,Heidenheim,Bundesliga,27,1997,13.5,42,24,32,10,0,23,34,67.6,11,27,8,19,15,57,73,Matches
823,Gvidas Gineitis,lt,MF,,Torino,it Serie A,20,2004,6.1,10,4,4,4,2,5,11,45.5,6,6,2,4,4,14,14,Matches
824,Matthias Ginter,de,DF,,Freiburg,Bundesliga,30,1994,10.7,11,8,7,3,1,5,8,62.5,3,13,8,5,3,14,48,Matches
825,Jamie Gittens,eng,FW,MF,Dortmund,Bundesliga,20,2004,9.7,16,8,4,8,4,6,10,60.0,4,7,0,7,5,21,3,Matches
826,Serge Gnabry,de,FW,MF,Bayern Munich,Bundesliga,29,1995,5.5,7,5,3,1,3,3,7,42.9,4,4,0,4,4,11,3,Matches
827,Ben Godfrey,eng,DF,,Atalanta,it Serie A,26,1998,0.3,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,Matches
828,Saba Goglichidze,ge,DF,,Empoli,it Serie A,20,2004,11.6,31,19,19,11,1,14,22,63.6,8,11,6,5,14,45,33,Matches
829,Edoardo Goldaniga,it,DF,,Como,it Serie A,31,1993,9.5,14,9,11,1,2,7,8,87.5,1,7,3,4,9,23,35,Matches
830,Pierluigi Gollini,it,GK,,Genoa,it Serie A,29,1995,7.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,Matches
831,Aleksandr Golovin,ru,MF,FW,Monaco,Ligue 1,28,1996,9.8,29,19,7,17,5,13,25,52.0,12,12,4,8,8,37,6,Matches
832,André Gomes,pt,MF,,Lille,Ligue 1,31,1993,4.3,5,3,2,2,1,2,7,28.6,5,2,1,1,3,8,2,Matches
